Respondent,Languages 
36877,Dart;HTML/CSS;JavaScript;PHP;Python;SQL
36878,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP
36879,HTML/CSS;JavaScript;PHP;SQL
36881,C;C#;C++
36882,C;C#;HTML/CSS;JavaScript;PHP;SQL
36883,NA
36884,Java;Kotlin
36885,HTML/CSS;JavaScript;Python;SQL
36886,NA
36887,NA
36888,NA
36889,HTML/CSS;Java;JavaScript;SQL;VBA
36891,HTML/CSS;Java;JavaScript
36892,HTML/CSS;Java;JavaScript;SQL
36893,C#;HTML/CSS;JavaScript;SQL
36895,NA
36897,NA
36898,NA
36899,NA
36900,NA
36901,HTML/CSS;JavaScript;PHP;SQL;TypeScript
36902,NA
36903,Bash/Shell/PowerShell;C;C++;Python;SQL
36904,HTML/CSS;JavaScript;PHP;SQL
36905,C;C++;Python
36906,NA
36907,NA
36908,C++;Dart;Java;Kotlin
36909,R
36910,HTML/CSS;Java;JavaScript;PHP;Python;R;TypeScript
36911,NA
36912,Go;PHP;Python
36913,HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift
36915,C;C#;C++
36916,C#;C++;Python
36917,NA
36918,HTML/CSS;JavaScript;Python;SQL;TypeScript
36919,NA
36920,NA
36921,Go;HTML/CSS;JavaScript;PHP;Python;SQL
36922,Assembly;C;C#;C++;Python
36923,NA
36924,Bash/Shell/PowerShell
36926,Java;Swift
36927,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
36928,NA
36929,NA
36930,Assembly;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
36931,NA
36932,C;C#;C++;Java;Python
36933,Java;JavaScript;Python;Rust;SQL
36934,Bash/Shell/PowerShell;C#;C++;Python
36936,NA
36937,C#;HTML/CSS;JavaScript;SQL
36938,Java;JavaScript
36939,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin
36940,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
36941,NA
36942,NA
36943,Python;SQL
36944,C#;SQL
36945,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
36946,Bash/Shell/PowerShell;C;C++;Java;Perl;Python
36947,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R
36948,C#;C++;HTML/CSS;JavaScript;Python
36949,NA
36950,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
36951,NA
36952,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript
36953,NA
36954,NA
36955,NA
36956,NA
36957,NA
36958,NA
36959,C;C#;C++;Go;Java;JavaScript;Python
36960,HTML/CSS;JavaScript;PHP;SQL
36961,NA
36962,HTML/CSS;JavaScript;PHP
36963,NA
36964,NA
36965,NA
36966,NA
36967,NA
36968,NA
36969,NA
36970,NA
36971,C;C++;HTML/CSS;JavaScript
36972,NA
36973,Python
36974,C++;HTML/CSS;Java
36975,HTML/CSS;PHP;SQL
36976,NA
36977,NA
36978,C;HTML/CSS;JavaScript;Ruby
36979,JavaScript;PHP;TypeScript
36980,NA
36981,NA
36983,NA
36984,NA
36985,NA
36986,HTML/CSS;JavaScript;Kotlin;Python
36987,NA
36988,NA
36989,C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
36990,NA
36991,HTML/CSS;JavaScript;Python;SQL
36992,NA
36993,C
36995,NA
36996,NA
36997,Java
36998,C;C#;HTML/CSS;JavaScript;SQL;TypeScript
36999,Go;HTML/CSS;Java;JavaScript;SQL
37000,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37001,NA
37002,C#;HTML/CSS;Java;JavaScript;PHP;SQL
37003,HTML/CSS;JavaScript;PHP;SQL
37004,Java;Kotlin
37005,Java
37007,NA
37008,C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;SQL
37009,NA
37010,C;C++;HTML/CSS;JavaScript;Python;TypeScript
37012,NA
37013,C#
37014,NA
37015,NA
37018,Bash/Shell/PowerShell;Python
37020,NA
37021,NA
37022,JavaScript;Kotlin;Objective-C;Python;Swift
37023,NA
37024,HTML/CSS;Java;JavaScript
37025,NA
37026,NA
37027,C;C#;C++;Dart;Python;Swift
37028,HTML/CSS
37029,NA
37030,NA
37031,NA
37032,NA
37034,NA
37036,HTML/CSS;Java;Swift;TypeScript
37038,Python
37039,NA
37040,Go;HTML/CSS
37041,NA
37042,HTML/CSS;JavaScript;PHP;SQL
37043,NA
37044,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby
37045,NA
37046,NA
37047,Java
37048,NA
37049,C#;Java;JavaScript;Objective-C;PHP;SQL;Swift
37050,NA
37051,Java;PHP;Swift
37052,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
37053,NA
37054,C;C#;C++;Java;JavaScript;Python
37055,Python;Swift
37056,Bash/Shell/PowerShell;C++;Java;JavaScript;Objective-C;PHP;Python;Scala;SQL
37057,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;Swift
37059,C++;Java;Kotlin
37060,C;C#;C++;HTML/CSS;Java;JavaScript;Ruby;TypeScript
37062,NA
37063,NA
37064,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python
37065,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL
37066,C#
37067,NA
37068,NA
37069,HTML/CSS;JavaScript
37070,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
37073,NA
37074,NA
37075,NA
37076,C;C++;Dart;HTML/CSS;JavaScript;Python;SQL
37077,C;C++;HTML/CSS;JavaScript;PHP;SQL
37078,HTML/CSS;JavaScript;PHP;SQL
37079,C;C#;HTML/CSS;SQL
37080,Assembly;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript
37081,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript
37082,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;TypeScript
37083,C#;HTML/CSS;Java;JavaScript;Python;SQL
37084,Bash/Shell/PowerShell;C;C++
37085,NA
37086,NA
37087,C;HTML/CSS;PHP;Python;SQL
37088,HTML/CSS;JavaScript
37089,NA
37090,Go;HTML/CSS;JavaScript;Rust;TypeScript
37091,NA
37092,NA
37093,NA
37094,NA
37095,Java
37096,NA
37097,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
37099,NA
37100,Kotlin
37101,NA
37102,HTML/CSS;Java;JavaScript;SQL
37106,C;Java
37107,NA
37108,NA
37110,NA
37111,NA
37112,NA
37113,C#;Java;Kotlin;SQL;TypeScript
37114,JavaScript;Python;Scala;SQL;TypeScript
37116,Java;PHP;Python;R;SQL;VBA
37117,NA
37118,C#;HTML/CSS;SQL
37119,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Perl;R;Ruby;SQL
37120,NA
37121,C#;HTML/CSS;JavaScript;SQL
37122,C#;SQL
37123,C#;PHP;SQL
37124,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL
37125,Bash/Shell/PowerShell;C;C++;Python
37126,HTML/CSS;PHP
37127,C#;HTML/CSS;JavaScript;PHP;SQL
37128,NA
37129,C;HTML/CSS;Java;Python
37130,C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python
37131,HTML/CSS;JavaScript;TypeScript
37133,Assembly;C;C#;C++;Haskell;PHP;Python;SQL
37134,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python
37135,NA
37136,Bash/Shell/PowerShell;HTML/CSS;Python;SQL
37137,NA
37138,C#;HTML/CSS;Java;JavaScript;PHP;SQL
37139,HTML/CSS;JavaScript;TypeScript
37140,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;SQL
37141,NA
37142,C;C++;Java
37143,NA
37144,NA
37146,NA
37147,NA
37148,C;HTML/CSS;JavaScript;Objective-C;PHP;SQL
37149,NA
37150,C;Java;JavaScript;Python;SQL
37151,Java;SQL
37152,NA
37153,NA
37154,Go
37155,C;C++;HTML/CSS;Java;JavaScript;PHP;Python
37156,NA
37157,C#;Swift
37158,HTML/CSS;Java;JavaScript
37159,NA
37161,HTML/CSS;Java;JavaScript;SQL;TypeScript
37162,NA
37163,HTML/CSS;JavaScript
37164,NA
37165,Bash/Shell/PowerShell;Dart;Go;Java;JavaScript;Ruby;TypeScript
37166,NA
37167,C#;Go;JavaScript;Python
37168,HTML/CSS;JavaScript;PHP;SQL
37169,NA
37170,HTML/CSS;JavaScript;PHP;Python;SQL
37171,NA
37172,NA
37173,C;C++;HTML/CSS;Java;JavaScript
37174,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37176,NA
37177,NA
37178,C#;HTML/CSS;JavaScript;PHP;SQL
37179,C;C#;Dart;Java;Python;Swift
37180,NA
37181,NA
37182,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;SQL
37183,NA
37184,Bash/Shell/PowerShell;C++;Python
37185,Java;Kotlin
37186,NA
37187,Assembly;Bash/Shell/PowerShell;C;Objective-C;Python
37188,NA
37189,C++;Python;SQL
37190,NA
37191,NA
37192,NA
37193,Bash/Shell/PowerShell;Objective-C;Python;Swift
37194,HTML/CSS;PHP
37195,NA
37196,NA
37197,NA
37198,NA
37199,NA
37200,NA
37201,C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
37202,Go;HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL
37203,NA
37204,NA
37205,NA
37206,Dart;HTML/CSS;JavaScript;Python;TypeScript
37208,NA
37209,NA
37210,NA
37211,HTML/CSS;Java;PHP
37212,NA
37213,NA
37214,NA
37215,Python
37216,Bash/Shell/PowerShell;C++;Dart;HTML/CSS;Java;JavaScript;Python;SQL
37217,NA
37218,NA
37219,NA
37221,NA
37222,NA
37223,Java
37224,HTML/CSS;JavaScript;PHP;SQL
37225,NA
37226,NA
37227,NA
37229,NA
37230,Java;Kotlin
37231,NA
37232,NA
37233,NA
37234,NA
37235,HTML/CSS;Java
37236,NA
37237,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL
37238,NA
37239,NA
37240,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript
37241,NA
37242,NA
37244,NA
37245,C;C++;HTML/CSS;Java;Python;SQL
37246,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;PHP;SQL
37247,HTML/CSS;Java;JavaScript;PHP;SQL
37248,HTML/CSS;JavaScript;PHP;SQL
37249,NA
37250,HTML/CSS;Java;JavaScript
37252,C;C++;HTML/CSS;JavaScript;SQL;TypeScript
37253,Go;JavaScript;TypeScript
37254,C#;SQL
37256,NA
37257,C;HTML/CSS;JavaScript;Kotlin
37259,HTML/CSS;Java;JavaScript;SQL;VBA
37260,C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python
37261,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
37262,NA
37264,HTML/CSS;Java;JavaScript;SQL
37265,NA
37266,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;SQL
37267,NA
37268,C;HTML/CSS;PHP;SQL
37269,NA
37270,NA
37271,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
37272,NA
37273,HTML/CSS;JavaScript;Python
37274,C++;HTML/CSS;JavaScript;Python
37275,NA
37276,NA
37277,NA
37278,NA
37279,NA
37280,NA
37281,Bash/Shell/PowerShell;Perl;SQL
37282,Bash/Shell/PowerShell;HTML/CSS;Java;Kotlin;Python
37284,NA
37285,NA
37286,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37287,NA
37289,C#;JavaScript;TypeScript
37290,NA
37291,C;Dart;HTML/CSS;Java;JavaScript;Kotlin
37292,JavaScript;PHP
37293,JavaScript;PHP;Python;SQL
37294,C#;HTML/CSS;JavaScript;PHP;SQL
37295,HTML/CSS;JavaScript;PHP;SQL
37296,NA
37297,NA
37298,Kotlin
37299,NA
37300,Objective-C;Swift
37301,NA
37302,NA
37305,C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL
37307,NA
37308,JavaScript;Rust;TypeScript
37309,C#
37310,NA
37311,Bash/Shell/PowerShell;C++;HTML/CSS;SQL;TypeScript
37312,HTML/CSS;JavaScript;PHP;SQL
37313,HTML/CSS;JavaScript;PHP;TypeScript
37314,HTML/CSS;JavaScript
37315,C#;HTML/CSS
37316,NA
37317,NA
37318,NA
37319,Go;JavaScript;Python
37321,C++;HTML/CSS;Java;PHP;SQL
37322,C#;HTML/CSS;JavaScript;SQL
37323,HTML/CSS;JavaScript;Python;TypeScript
37324,NA
37325,C#;HTML/CSS;JavaScript;SQL
37326,NA
37327,Dart;Java;Kotlin;PHP
37328,C;C++;HTML/CSS;JavaScript;TypeScript
37329,NA
37330,Swift
37331,NA
37334,NA
37335,NA
37336,NA
37338,HTML/CSS;Java;JavaScript;PHP;SQL
37339,NA
37340,NA
37341,HTML/CSS;Java;JavaScript;Python;SQL
37342,NA
37343,NA
37344,NA
37345,Bash/Shell/PowerShell;TypeScript
37346,NA
37347,NA
37348,NA
37349,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;SQL
37350,Java;SQL
37351,NA
37352,HTML/CSS
37353,C#;C++;Dart;JavaScript;Rust
37354,NA
37355,JavaScript;TypeScript
37356,NA
37357,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37359,HTML/CSS;Java;JavaScript;SQL
37360,NA
37361,NA
37362,NA
37363,NA
37364,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
37365,NA
37366,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37367,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37368,C++;HTML/CSS;JavaScript;TypeScript
37369,HTML/CSS;JavaScript;PHP;SQL
37370,NA
37371,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;Swift
37372,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python
37374,HTML/CSS;JavaScript;PHP;SQL
37375,NA
37376,NA
37377,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
37378,NA
37379,NA
37380,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37382,NA
37384,NA
37385,C++;Python
37386,Java;JavaScript;Kotlin;PHP;Python;TypeScript
37387,NA
37388,HTML/CSS;JavaScript;SQL
37391,NA
37392,NA
37393,NA
37394,C;Java;Python;SQL
37395,NA
37396,HTML/CSS;JavaScript;TypeScript
37397,C;C++;HTML/CSS;Java;JavaScript
37398,NA
37399,NA
37400,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
37401,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;SQL;TypeScript;VBA
37402,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
37403,NA
37404,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL
37405,C#;HTML/CSS;JavaScript;SQL
37406,NA
37407,Assembly;Bash/Shell/PowerShell;C;C#;C++;Java;Objective-C;Python;SQL;Swift
37408,NA
37409,C;C#;C++;Java;JavaScript;Python;SQL
37410,C;C++;HTML/CSS;Java;JavaScript;PHP;Python
37411,NA
37412,C;C++;Java
37413,NA
37414,C;C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript
37415,NA
37416,Java
37417,HTML/CSS;Java;JavaScript;Python;SQL
37418,NA
37419,NA
37421,NA
37422,C;C#;C++;HTML/CSS;JavaScript;Objective-C;SQL
37423,NA
37424,Java;PHP
37425,C++;HTML/CSS;Java;JavaScript
37426,JavaScript;PHP
37427,NA
37429,NA
37430,NA
37431,C#;C++;HTML/CSS;JavaScript;Python;SQL
37432,NA
37433,NA
37434,NA
37435,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37436,HTML/CSS;JavaScript;PHP;SQL
37437,NA
37439,Bash/Shell/PowerShell;Perl
37440,C++;Java;Python;R
37441,HTML/CSS;PHP
37442,C++;HTML/CSS;JavaScript;PHP;TypeScript
37443,C;HTML/CSS;JavaScript;PHP;Python;R;SQL
37444,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
37445,NA
37446,HTML/CSS;JavaScript;PHP
37447,NA
37448,C++;HTML/CSS;Java;JavaScript;PHP
37449,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
37450,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL
37451,HTML/CSS;JavaScript;Python
37452,NA
37453,NA
37454,C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL
37455,Bash/Shell/PowerShell;Java;JavaScript;SQL;TypeScript
37456,NA
37457,HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;TypeScript
37459,Bash/Shell/PowerShell;C;C#;Go;HTML/CSS;Java;JavaScript;Python
37461,NA
37462,NA
37463,Java
37464,C#;C++;HTML/CSS;Java;Python
37465,NA
37466,Bash/Shell/PowerShell;C#;Java;JavaScript;Kotlin;Python
37467,C;Objective-C;SQL;Swift
37469,HTML/CSS;Java;JavaScript;SQL
37470,HTML/CSS;Java;JavaScript;SQL
37471,NA
37472,HTML/CSS;JavaScript;R;SQL
37473,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL;VBA
37474,C#;Python
37475,NA
37477,Dart;HTML/CSS;JavaScript;PHP;SQL
37478,NA
37480,NA
37482,NA
37483,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;SQL
37484,NA
37485,C#;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL;TypeScript
37486,NA
37487,NA
37488,NA
37489,JavaScript;PHP;SQL
37490,NA
37491,Java;Kotlin
37492,HTML/CSS;JavaScript;PHP;Swift
37493,C;HTML/CSS;JavaScript;TypeScript
37495,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;PHP;Python;SQL
37496,HTML/CSS;Java;JavaScript
37497,C;C++;Dart;Java;Kotlin;Python;SQL
37498,NA
37499,C;Java;JavaScript;Python;SQL
37500,C#;JavaScript;SQL;VBA
37501,NA
37502,NA
37503,NA
37504,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
37505,C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;TypeScript
37507,NA
37508,C;C++
37510,NA
37511,NA
37512,NA
37514,HTML/CSS;JavaScript;PHP
37515,NA
37516,C;C#;Java;JavaScript;Kotlin;PHP;Python;SQL
37517,NA
37518,NA
37519,NA
37520,HTML/CSS;JavaScript;PHP
37521,Assembly;C;C#;Dart;Go;Haskell;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;R;Rust;Scala;SQL
37522,NA
37523,C#;JavaScript;PHP;SQL
37524,Java;Kotlin
37525,NA
37526,NA
37527,NA
37528,C#;HTML/CSS;JavaScript;SQL;TypeScript
37530,NA
37531,HTML/CSS;Java;JavaScript;PHP;SQL
37532,C#;HTML/CSS;Java;JavaScript;PHP;SQL
37533,Python
37535,C#;JavaScript
37537,C;HTML/CSS;Java;SQL
37538,NA
37539,NA
37540,NA
37541,C#;HTML/CSS;JavaScript;SQL;TypeScript
37542,NA
37543,HTML/CSS;JavaScript;SQL;TypeScript
37544,HTML/CSS;JavaScript
37545,C#;Java;Objective-C
37546,NA
37547,Objective-C;Swift
37548,NA
37549,NA
37550,NA
37551,HTML/CSS;JavaScript
37552,C#;HTML/CSS;SQL
37553,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript
37555,NA
37556,C;HTML/CSS;Python;SQL
37557,C++
37558,Dart;Java;Kotlin
37559,NA
37560,HTML/CSS;Python
37561,NA
37562,C++;JavaScript;PHP;SQL;TypeScript
37563,HTML/CSS;JavaScript
37564,NA
37565,NA
37566,Java
37567,NA
37568,NA
37569,NA
37570,C;C#;C++;HTML/CSS;SQL
37571,HTML/CSS;JavaScript;PHP;SQL
37572,NA
37573,NA
37574,NA
37575,NA
37576,NA
37577,HTML/CSS;PHP;SQL;TypeScript
37578,C#;HTML/CSS;JavaScript;Python;TypeScript
37579,C#;HTML/CSS;JavaScript;SQL;TypeScript
37580,JavaScript;TypeScript
37583,C;C++;Go;Java;JavaScript
37584,HTML/CSS;JavaScript;PHP
37585,Bash/Shell/PowerShell;Go;Java;JavaScript;PHP;SQL
37587,NA
37588,NA
37589,Go;JavaScript;TypeScript
37590,NA
37591,NA
37592,NA
37593,NA
37594,NA
37595,HTML/CSS;JavaScript;PHP;SQL
37596,NA
37597,Java;Kotlin
37598,NA
37599,NA
37600,NA
37601,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
37602,NA
37603,Java;JavaScript;PHP;TypeScript
37604,HTML/CSS;JavaScript;Python
37606,Rust
37607,C;C++;HTML/CSS;Java;JavaScript;SQL
37608,NA
37609,Java
37610,NA
37611,NA
37612,HTML/CSS;JavaScript;PHP
37613,Python
37614,NA
37615,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
37616,NA
37617,C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL
37618,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
37619,NA
37620,JavaScript;Ruby
37621,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL
37623,NA
37624,Java;SQL
37626,NA
37627,C#;C++;HTML/CSS;JavaScript;Python;SQL
37628,HTML/CSS;JavaScript;PHP;SQL
37629,HTML/CSS;JavaScript;Python;TypeScript
37630,C#;HTML/CSS;Java;Objective-C
37631,HTML/CSS;JavaScript
37632,HTML/CSS;Java;JavaScript;SQL;TypeScript
37633,Bash/Shell/PowerShell;C;C++;Python
37634,NA
37635,NA
37636,NA
37637,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
37639,NA
37640,NA
37641,NA
37642,NA
37643,C++;HTML/CSS;JavaScript;PHP
37644,NA
37646,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python;SQL
37647,NA
37648,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37649,Java;JavaScript;PHP;Python;SQL;Swift
37650,C++;HTML/CSS;Java;JavaScript;Python
37651,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript
37652,HTML/CSS;JavaScript;PHP
37653,Bash/Shell/PowerShell;C;HTML/CSS;Perl
37654,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA
37655,C#;Dart;Java;Objective-C;Python;SQL;Swift
37656,NA
37657,C
37658,NA
37659,NA
37660,NA
37661,NA
37662,NA
37663,Go;HTML/CSS;JavaScript;SQL;TypeScript
37664,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python
37666,Java;JavaScript
37667,NA
37668,C;Python
37669,C;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37670,NA
37671,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP
37672,NA
37673,NA
37675,HTML/CSS;JavaScript;TypeScript
37676,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
37677,NA
37678,NA
37679,JavaScript;PHP;TypeScript
37680,NA
37681,NA
37682,NA
37683,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;SQL;TypeScript
37684,HTML/CSS;JavaScript;PHP
37685,JavaScript;PHP;TypeScript
37686,NA
37687,NA
37688,NA
37689,NA
37690,Bash/Shell/PowerShell;C;C++;Python;SQL
37692,NA
37693,C;C#;HTML/CSS;Java;JavaScript
37696,HTML/CSS;Java;PHP;SQL
37697,NA
37698,NA
37699,C#;R
37700,Bash/Shell/PowerShell;C;C++;PHP;SQL
37702,NA
37703,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37704,NA
37705,NA
37706,C;C++;HTML/CSS;Python;R
37708,NA
37709,NA
37710,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL
37711,NA
37712,HTML/CSS;Java;JavaScript;SQL
37713,NA
37714,HTML/CSS;JavaScript;PHP;SQL
37715,NA
37717,C;C++;HTML/CSS;JavaScript
37718,Java;Python;SQL
37719,C;C#;C++;HTML/CSS;SQL
37720,C#
37721,NA
37722,NA
37723,NA
37724,NA
37725,Java;Kotlin;PHP
37727,Java
37728,Bash/Shell/PowerShell;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
37729,C;C++;HTML/CSS;Java;JavaScript
37730,NA
37731,Go;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL
37732,C#;HTML/CSS;JavaScript;PHP;SQL
37734,C;C++;HTML/CSS;Java;PHP;SQL
37735,C++;Dart;Java;Kotlin
37736,Swift
37737,PHP
37738,C#;JavaScript;SQL;TypeScript
37739,NA
37740,Objective-C;Swift
37741,NA
37742,Haskell;HTML/CSS;Java
37743,HTML/CSS;JavaScript;PHP;SQL
37746,NA
37747,NA
37748,Assembly;Bash/Shell/PowerShell;C;C++;Java;Julia;Kotlin;Python;R;Swift
37750,HTML/CSS;JavaScript;PHP;SQL
37751,NA
37752,NA
37753,NA
37754,NA
37755,NA
37756,HTML/CSS;Java;JavaScript;PHP
37757,HTML/CSS;JavaScript;PHP;SQL
37758,NA
37759,Python
37760,NA
37761,NA
37762,HTML/CSS;JavaScript;PHP;SQL
37763,HTML/CSS;R
37764,C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift
37765,NA
37766,NA
37767,NA
37768,NA
37769,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Python;R
37770,Python
37771,NA
37773,NA
37774,NA
37775,HTML/CSS;Java;Objective-C;Python;R;SQL
37776,NA
37777,NA
37778,JavaScript;PHP;SQL;TypeScript
37779,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL
37780,NA
37781,NA
37782,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
37783,NA
37784,Python;R;SQL
37785,NA
37786,C++;Java
37788,NA
37789,Java;JavaScript;TypeScript
37790,NA
37791,C;C++;HTML/CSS;JavaScript;Python
37792,NA
37793,Java
37794,C;C#;C++;HTML/CSS;Java;Python
37795,NA
37796,Bash/Shell/PowerShell;C#;SQL
37797,NA
37798,NA
37799,NA
37800,Bash/Shell/PowerShell;PHP;Python;Ruby
37802,NA
37805,Bash/Shell/PowerShell;JavaScript;PHP;TypeScript
37806,C;C#;C++;HTML/CSS;Java;JavaScript;PHP
37807,HTML/CSS;Java
37808,NA
37809,NA
37810,NA
37811,Bash/Shell/PowerShell;C;C#;C++;Dart;HTML/CSS;JavaScript;Objective-C;Swift;TypeScript
37813,NA
37814,JavaScript;Objective-C;Swift
37815,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python
37816,NA
37817,NA
37819,NA
